Design,Feasible,Status,Pareto,constr,Parameter_0
0.1,True,Succeeded,False,0.0,1.0
0.2,True,Succeeded,False,0.34235874339938155,0.8288206283003092
0.3,True,Succeeded,False,3.1731363398954273,-0.5865681699477137
0.4,True,Succeeded,False,1.266126704774797,0.3669366476126015
0.5,True,Succeeded,False,1.8416472475975754,0.07917637620121232
0.6,True,Succeeded,False,3.6843845792114736,-0.8421922896057368
